64,1,100,0.4775886535644531
128,1,100,1.8637120723724365
256,1,100,7.463292837142944
512,1,100,32.09379553794861
64,2,100,0.3267655372619629
128,2,100,1.0582246780395508
256,2,100,3.949446678161621
512,2,100,16.53894877433777
64,3,100,0.25598931312561035
128,3,100,0.7749826908111572
256,3,100,2.6957240104675293
512,3,100,11.05759334564209
64,4,100,0.3002486228942871
128,4,100,0.7215535640716553
256,4,100,2.2499258518218994
512,4,100,8.937610387802124
64,5,100,0.24673008918762207
128,5,100,0.5717771053314209
256,5,100,1.7681002616882324
512,5,100,7.073042392730713
64,6,100,0.21422362327575684
128,6,100,0.4965479373931885
256,6,100,1.5893723964691162
512,6,100,6.001130819320679
64,7,100,0.16747450828552246
128,7,100,0.39639711380004883
256,7,100,1.2796268463134766
512,7,100,5.144380569458008
64,8,100,0.14512872695922852
128,8,100,0.36574482917785645
256,8,100,1.1817257404327393
512,8,100,4.4198222160339355
64,9,100,0.11212682723999023
128,9,100,0.2947428226470947
256,9,100,1.0213184356689453
512,9,100,4.177901983261108
64,10,100,0.15519928932189941
128,10,100,0.40494370460510254
256,10,100,1.1000053882598877
512,10,100,3.8157882690429688
64,11,100,0.17234444618225098
128,11,100,0.35843563079833984
256,11,100,0.9405720233917236
512,11,100,3.5992112159729004
64,12,100,0.15410661697387695
128,12,100,0.36428141593933105
256,12,100,0.8878626823425293
512,12,100,3.448521852493286
64,13,100,0.2097482681274414
128,13,100,0.40598249435424805
256,13,100,1.00579833984375
512,13,100,3.0944199562072754
64,14,100,0.1624758243560791
128,14,100,0.3007771968841553
256,14,100,0.7946860790252686
512,14,100,2.974929094314575
64,15,100,0.1395859718322754
128,15,100,0.35721755027770996
256,15,100,0.7389800548553467
512,15,100,2.675415277481079
64,16,100,0.17275047302246094
128,16,100,0.30022096633911133
256,16,100,0.7566046714782715
512,16,100,2.5042436122894287
