1,10,2,1.97226906
2,10,2,2.04230189
3,10,2,1.11047792
4,10,2,0.76865768
5,10,2,0.62212205
6,10,2,0.53670621
7,10,2,0.49232912
8,10,2,0.45149994
9,10,2,0.35679269
10,10,2,0.35969853
11,10,2,0.35627127
12,10,2,0.35074377
13,10,2,0.35587573
14,10,2,0.36037111
15,10,2,0.36111236
16,10,2,0.36294246
17,10,2,0.35826135
18,10,2,0.35976195
19,10,2,0.36718178
20,10,2,0.36562014
21,10,2,0.36542177
22,10,2,0.36582470
23,10,2,0.36339760
24,10,2,0.36073327
25,10,2,0.36441827
26,10,2,0.36472917
27,10,2,0.36446857
28,10,2,0.36080837
29,10,2,0.37350774
30,10,2,0.36626506
1,10,3,4.47553229
2,10,3,4.68431139
3,10,3,2.39284158
4,10,3,1.63656235
5,10,3,1.26896358
6,10,3,1.03954148
7,10,3,0.87203193
8,10,3,0.75758410
9,10,3,0.68514490
10,10,3,0.62963009
11,10,3,0.58540392
12,10,3,0.54276919
13,10,3,0.50388432
14,10,3,0.47404194
15,10,3,0.44199705
16,10,3,0.43680406
17,10,3,0.41688704
18,10,3,0.40488172
19,10,3,0.38942146
20,10,3,0.37312984
21,10,3,0.36068225
22,10,3,0.35093975
23,10,3,0.34175658
24,10,3,0.33095932
25,10,3,0.33193088
26,10,3,0.32681847
27,10,3,0.31860423
28,10,3,0.31799293
29,10,3,0.31177759
30,10,3,0.31389642
1,10,4,8.42887354
2,10,4,9.77267241
3,10,4,4.85431600
4,10,4,3.23690915
5,10,4,2.45082927
6,10,4,1.97787309
7,10,4,1.65682983
8,10,4,1.41585398
9,10,4,1.26380706
10,10,4,1.12664652
11,10,4,1.03089356
12,10,4,0.94285131
13,10,4,0.87068343
14,10,4,0.81101274
15,10,4,0.76277900
16,10,4,0.71715260
17,10,4,0.68577909
18,10,4,0.65347934
19,10,4,0.61744380
20,10,4,0.59105134
21,10,4,0.56885433
22,10,4,0.54965043
23,10,4,0.52757621
24,10,4,0.51078558
25,10,4,0.49246144
26,10,4,0.48008800
27,10,4,0.46348953
28,10,4,0.46511889
29,10,4,0.44990325
30,10,4,0.43532920
